"","ORF","Long_description","haploids_SR7575_exp1","haploids_SR7575_exp2","avghaplo","rank1","rank2","Gene","SGTC_352","SGTC_513","SGTC_1789","CDC48_YDL126C_tsq209","CDC48_YDL126C_tsq208","RPN4_YDL020C","INO2_YDR123C","SRP101_YDR292C_damp","HAC1_YFL031W","OPI3_YJR073C","PGA3_YML125C_damp","UBC7_YMR022W","YNL181W_YNL181W_damp","4166_8_HOP_0148"
"2396","YJL124C","YJL124C LSM1 DEL Lsm (Like Sm) protein; forms heteroheptameric complex (with Lsm2p, Lsm3p, Lsm4p, Lsm5p, Lsm6p, and Lsm7p) involved in degradation of cytoplasmic mRNAs; also enters the nucleus and positively regulates transcription initiation; unlike most Sm-like proteins, Lsm1p requires both its SM-domain and C-terminal domain for RNA-binding; forms cytoplasmic foci upon DNA replication stress",-1.57115620546733,-1.46234483445789,-1.51675051996261,68,53,"LSM1",-2.77437087855411,0.238334824673365,-0.534824568836833,0.196398,-0.055869,0.13213,-0.008833,0.126451,-0.060098,NA,0.06043,-0.011102,0.064556,-9.91053078018878
"2397","YJL125C","YJL125C GCD14 DAMP Subunit of tRNA (1-methyladenosine) methyltransferase; required, along with Gcd10p, for the modification of the adenine at position 58 in tRNAs, especially tRNAi-Met; first identified as a negative regulator of GCN4 expression",-0.293071899192704,-0.0867814603354999,-0.189926679764102,596,1417,"GCD14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2398","YJL126W","YJL126W NIT2 DEL Nit protein; one of two proteins in S. cerevisiae with similarity to the Nit domain of NitFhit from fly and worm and to the mouse and human Nit protein which interacts with the Fhit tumor suppressor; nitrilase superfamily member",0.0551618195398068,0.0870596152931015,0.0711107174164541,2658,3057,"NIT2",-0.136509100207372,0.432332373007452,-1.27639427566129,0.030151,0.065177,-0.014281,-0.009846,0.026254,0.022963,NA,-0.007665,0.012977,-0.006467,-0.0421127634592007
"2399","YJL128C","YJL128C PBS2 DEL MAP kinase kinase of the HOG signaling pathway; activated under severe osmotic stress; mitophagy-specific regulator; plays a role in regulating Ty1 transposition",-0.191192664619356,-0.421119223948251,-0.306155944283803,894,332,"PBS2",-0.561624486656675,-2.89884344714129,-3.49304899436437,0.009316,0.03717,0.055651,0.029309,0.085133,0.000484,-0.022696,0.021427,0.056025,0.061077,-3.02436994490956
"2400","YJL129C","YJL129C TRK1 DEL Component of the Trk1p-Trk2p potassium transport system; 180 kDa high affinity potassium transporter; phosphorylated in vivo and interacts physically with the phosphatase Ppz1p, suggesting Trk1p acitivy is regulated by phosphorylation; TRK1 has a paralog, TRK2, that arose from the whole genome duplication",0.17913394852885,-0.357526912409611,-0.0891964819403805,3620,398,"TRK1",0.764284295965093,2.93282898686186,-0.709930870320573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.51507673139572
"2401","YJL130C","YJL130C URA2 DEL Carbamoylphosphate synthetase-aspartate transcarbamylase; catalyzes the first two enzymatic steps in the de novo biosynthesis of pyrimidines; both activities are subject to feedback inhibition by UTP; CPSase is short for carbamoylphosphate synthetase and ATCase is short for aspartate transcarbamylase",-0.421350153857471,-0.344847045398621,-0.383098599628046,406,411,"URA2",0.720707549345433,-0.382375386828131,-0.838172483617621,-0.004183,-0.022052,0.01888,-0.066458,-0.008467,0.028201,-0.03218,0.042583,-0.012507,0.03119,0.954336841470647
"2402","YJL131C","YJL131C AIM23 DEL Mitochondrial translation initiation factor 3 (IF3, mIF3); evolutionarily conserved; binds to E. coli ribosomes in vitro; null mutant displays severe respiratory growth defect and elevated frequency of mitochondrial genome loss",0.285993088977552,-0.172299516704629,0.0568467861364615,4119,873,"AIM23",-0.336244766336411,-0.752601918980111,0.649219966621236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.245633239467762
"2403","YJL132W","YJL132W  DEL Putative protein of unknown function; localizes to the membrane fraction; possible Zap1p-regulated target gene induced by zinc deficiency; YJL132W is a non-essential gene",-0.361961008668807,-0.185265698064561,-0.273613353366684,475,818,"YJL132W",0.389775014206625,0.027907385306046,0.571743871268801,-0.011521,0.001733,-0.017493,-0.024025,-0.002997,0.026357,NA,-0.028649,-0.020994,-0.00454,-0.387478652474537
"2404","YJL133W","YJL133W MRS3 DEL Iron transporter, mediates Fe2+ transport across inner mito membrane; mitochondrial carrier family member; active under low-iron conditions; may transport other cations; MRS3 has a paralog, MRS4, that arose from the whole genome duplication",0.0256356109924524,-0.062883104639616,-0.0186237468235818,2415,1603,"MRS3",0.24088891396968,-0.809722289707108,1.15773199848519,-0.036582,-0.016477,-0.010032,0.015903,0.05283,0.046734,-0.000805,-0.005145,-0.025751,-0.024114,0.643689025967468
"2405","YJL134W","YJL134W LCB3 DEL Long-chain base-1-phosphate phosphatase; specific for dihydrosphingosine-1-phosphate, regulates ceramide and long-chain base phosphates levels, involved in incorporation of exogenous long chain bases in sphingolipids; LCB3 has a paralog, YSR3, that arose from the whole genome duplication",-0.270565477246184,0.0485197478850285,-0.111022864680578,655,2702,"LCB3",-1.69019493185937,-0.527815159652133,0.932431399063936,-0.006648,0.019334,0.03811,0.090058,-0.151562,-0.019542,-0.181533,-0.067727,-0.016616,0.035264,-0.328132935160755
"2406","YJL135W","YJL135W  DEL Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified genes YJL134W/LCB3",-0.28728611291557,0.0871577352703057,-0.100064188822632,614,3060,"YJL135W",-0.388433082632469,-0.942225654495113,1.99927999174817,-0.029635,0.016396,-0.015824,0.08333,-0.082062,0.036747,-0.035082,-0.05213,-0.004291,-0.053129,0.813582198224585
"2407","YJL136C","YJL136C RPS21B DEL Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S21, no bacterial homolog; RPS21B has a paralog, RPS21A, that arose from the whole genome duplication",-0.683951997924147,-0.980931722757268,-0.832441860340708,223,116,"RPS21B",0.143487066029695,1.51497827359428,0.171781250566403,-0.064351,-0.141998,-0.230303,0.008223,-0.015362,-0.008689,-0.084879,0.037877,0.011377,-0.077775,6.06734265196513
"2408","YJL137C","YJL137C GLG2 DEL Glycogenin glucosyltransferase; self-glucosylating initiator of glycogen synthesis, also glucosylates n-dodecyl-beta-D-maltoside; similar to mammalian glycogenin; GLG2 has a paralog, GLG1, that arose from the whole genome duplication",-0.0911087616256777,0.0491490581805632,-0.0209798517225573,1475,2708,"GLG2",-0.247947094165011,-1.13488252086372,0.20118049924353,-0.002466,0.024179,-0.017099,0.000927,-0.000371,0.016,-0.052647,-0.031127,0.042511,-0.011664,0.025365369644454
"2409","YJL138C","YJL138C TIF2 DEL Translation initiation factor eIF4A; DEA(D/H)-box RNA helicase that couples ATPase activity to RNA binding and unwinding; forms a dumbbell structure of two compact domains connected by a linker; interacts with eIF4G; protein abundance increases in response to DNA replication stress; TIF2 has a paralog, TIF1, that arose from the whole genome duplication",0.155630756611071,0.205208704913555,0.180419730762313,3477,3882,"TIF2",-0.896568194767992,-0.232086290589966,-2.10552196089075,0.006707,-0.018763,0.059267,-0.02332,0.109231,0.055348,NA,0.096257,0.042749,0.096389,NA
"2410","YJL139C","YJL139C YUR1 DEL Mannosyltransferase involved in protein N-glycosylation; member of the KTR1 family; located in the Golgi apparatus; YUR1 has a paralog, KTR2, that arose from the whole genome duplication",0.436052524760434,0.237532442882813,0.336792483821624,4492,4030,"YUR1",1.67409312445289,-1.50886718500598,-0.388206813222343,0.015897,0.005084,0.033295,0.001947,0.051124,0.011465,NA,-0.006289,-0.04043,0.022156,0.0362873120132129
"2411","YJL141C","YJL141C YAK1 DEL Serine-threonine protein kinase; component of a glucose-sensing system that inhibits growth in response to glucose availability; upon nutrient deprivation Yak1p phosphorylates Pop2p to regulate mRNA deadenylation, the co-repressor Crf1p to inhibit transcription of ribosomal genes, and the stress-responsive transcription factors Hsf1p and Msn2p; nuclear localization negatively regulated by the Ras/PKA signaling pathway in the presence of glucose",-0.297043511582112,0.423414242094893,0.0631853652563905,587,4565,"YAK1",0.204638943807156,-1.16537424104767,1.06309807749465,0.041878,-0.031581,0.05968,0.022207,0.138585,0.061985,NA,0.055293,-0.020908,-0.038212,-0.557977656750268
"2412","YJL142C","YJL142C IRC9 DEL Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps verified gene YJL141C; null mutant displays increased levels of spontaneous Rad52p foci",0.0588292285259068,0.168769844238539,0.113799536382223,2685,3668,"IRC9",-0.798651583395835,0.171030799183293,0.196370505166083,-0.014276,-0.013629,0.017282,0.003569,-0.001046,0.003631,-0.03134,0.025586,-0.039331,-0.024205,0.935546426207822
"2413","YJL143W","YJL143W TIM17 DAMP Essential component of the TIM23 complex; with Tim23p, contributes to the architecture and function of the import channel; may link the import motor to the core Translocase of the Inner Mitochondrial membrane (TIM23 complex)",0.664639529801582,0.476829408952409,0.570734469376996,4749,4641,"TIM17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2414","YJL144W","YJL144W  DEL Cytoplasmic hydrophilin essential in desiccation-rehydration process; expression induced by osmotic stress, starvation and during stationary phase; protein abundance increases in response to DNA replication stress",-0.140629938148729,0.392617855424659,0.125993958637965,1158,4498,"YJL144W",0.111185673034075,0.172380318716396,-0.407385121597803,-0.047092,-0.018713,0.000159,0.030076,0.017618,0.025916,-0.012064,-0.0101,-0.041185,0.005144,-0.276875067321008
"2415","YJL145W","YJL145W SFH5 DEL Non-classical phosphatidylinositol transfer protein (PITP); exhibits PI- but not PC-transfer activity; localizes to the peripheral endoplasmic reticulum, cytosol and microsomes; similar to Sec14p; partially relocalizes to the plasma membrane upon DNA replication stress",-0.0399809626362153,-0.104251036771013,-0.0721159997036142,1895,1280,"SFH5",-0.612739473019234,-1.57274924309062,-0.0163889627125021,-0.052354,-0.020418,0.003489,-0.012268,-0.049818,0.010129,NA,-0.008648,-0.01991,-0.006141,-1.57570555088439
"2416","YJL146W","YJL146W IDS2 DEL Protein involved in modulation of Ime2p activity during meiosis; appears to act indirectly to promote Ime2p-mediated late meiotic functions; found in growing cells and degraded during sporulation",0.0304667945018043,0.0379258884266496,0.034196341464227,2458,2608,"IDS2",-0.369831967023583,-2.91395284679411,1.15133113258437,-0.047349,0.013341,0.052175,-0.019471,0.017222,-0.028989,-0.001629,0.013417,-0.00842,0.027494,-1.18807426625002
"2417","YJL147C","YJL147C  DEL Mitochondrial protein of unknown function; homozygous diploid deletion strain has a sporulation defect characterized by elevated dityrosine in the soluble fraction; expression induced by calcium shortage; YJL147W is a non-essential gene",-0.0267462210879088,0.203904280545332,0.0885790297287116,2002,3874,"YJL147C",-0.1151587100533,0.16893532840566,-0.0619127738358419,-0.011677,-0.021222,-0.00612,-0.010156,0.048617,0.060795,NA,0.007777,-0.002281,-0.004948,0.166509647393823
"2418","YJL148W","YJL148W RPA34 DEL RNA polymerase I subunit A34.5",0.219164786548135,0.384090636455426,0.301627711501781,3843,4477,"RPA34",-1.26144295130761,-0.247633248788153,1.72412789595934,0.122898,0.020473,-0.028855,0.069266,0.095205,0.049358,NA,0.028277,0.008669,-0.055391,1.08538289439378
"2419","YJL149W","YJL149W DAS1 DEL Putative SCF ubiquitin ligase F-box protein; interacts physically with both Cdc53p and Skp1 and genetically with CDC34; similar to putative F-box protein YDR131C",-0.0862813555787425,0.327473176705792,0.120595910563525,1513,4342,"DAS1",0.740592249083872,-0.0767854614436702,-1.6136109279576,-0.051194,0.025414,0.006207,-0.009264,-0.050688,0.060365,NA,-0.035722,-0.025696,-0.010194,0.00760339174021057
"2420","YJL150W","YJL150W  DEL Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data",0.0417665371597472,0.148925687435099,0.0953461122974231,2551,3538,"YJL150W",-0.968189086953702,1.02725780125854,-0.197325353796037,-0.022329,0.00217,-0.019736,-0.01444,-0.001019,-0.002317,-0.001095,-0.023562,0.022486,-0.054058,0.119100406259124
"2421","YJL151C","YJL151C SNA3 DEL Protein involved in efficient MVB sorting of proteins to the vacuole; may function as an RSP5 adapter protein for MVB cargos; integral membrane protein localized to vacuolar intralumenal vesicles",-0.19846138986261,-0.0810160694240937,-0.139738729643352,861,1456,"SNA3",0.75490073365942,-1.54578506268967,0.185133619915875,-0.044052,-0.032929,0.008057,0.007089,0.042576,-0.030564,NA,0.006233,0.012337,-0.021498,0.00482884526898281
"2422","YJL152W","YJL152W  DEL Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data",-0.123134551114897,0.287815408707746,0.0823404287964245,1261,4232,"YJL152W",-0.280281914811441,-0.635048473827756,0.82317353656999,-0.022522,0.046569,-0.033743,0.009366,0.154501,0.035265,NA,0.013018,0.033198,-0.032443,0.00909429409855942
"2423","YJL153C","YJL153C INO1 DEL Inositol-3-phosphate synthase; involved in synthesis of inositol phosphates and inositol-containing phospholipids; transcription is coregulated with other phospholipid biosynthetic genes by Ino2p and Ino4p, which bind the UASINO DNA element",0.133798893424819,0.0324970100882041,0.0831479517565115,3293,2544,"INO1",-1.57987756959461,1.08961731192218,0.891560230421488,-0.063428,-0.010837,0.007582,0.014302,-0.01591,-0.014682,-0.022376,-0.042859,-0.036267,-0.014524,-0.98789407580847
"2424","YJL154C","YJL154C VPS35 DEL Endosomal subunit of membrane-associated retromer complex; required for retrograde transport; receptor that recognizes retrieval signals on cargo proteins, forms subcomplex with Vps26p and Vps29p that selects cargo proteins for retrieval; interacts with Ypt7p",0.280112517005407,-0.339944651750717,-0.029916067372655,4101,422,"VPS35",-2.69910725841941,0.890382131922484,-1.27052409021605,-0.012911,-0.019218,0.052374,-0.082905,0.038744,0.093961,-0.217949,-0.024907,-0.019069,-0.010483,-4.19628142638038
"2425","YJL155C","YJL155C FBP26 DEL Fructose-2,6-bisphosphatase, required for glucose metabolism; protein abundance increases in response to DNA replication stress",-0.0777422105361027,-0.102354580999256,-0.0900483957676793,1567,1293,"FBP26",-5.55391818629305,-0.31246627249666,0.278602931979317,-0.06279,-0.054626,-0.019812,-0.042407,-0.127007,0.045854,NA,-0.068346,0.021546,0.053525,-5.09354712547252
"2426","YJL157C","YJL157C FAR1 DEL CDK inhibitor and nuclear anchor; during the cell cycle Far1p sequesters the GEF Cdc24p in the nucleus; phosphorylation by Cdc28p-Cln results in SCFCdc4 complex-mediated ubiquitin-dependent degradation, releasing Cdc24p for export and activation of GTPase Cdc42p; in response to pheromone, phosphorylation of Far1p by MAPK Fus3p results in association with, and inhibition of Cdc28p-Cln, as well as Msn5p mediated nuclear export of Far1p-Cdc24p, targeting Cdc24p to polarity sites",-0.0298042439823265,-0.394180711262444,-0.211992477622385,1978,358,"FAR1",-0.463538495423689,-0.312271474606037,0.23032995641197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.10180293099348
"2427","YJL158C","YJL158C CIS3 DEL Mannose-containing glycoprotein constituent of the cell wall; member of the PIR (proteins with internal repeats) family",0.41499609442096,0.279431907026816,0.347214000723888,4445,4189,"CIS3",1.35607792613928,0.363257805894117,1.19447661202387,0.008104,0.006753,-0.007021,-0.055229,-0.023378,0.014036,-0.045619,-0.033505,-0.007395,-0.018635,-0.00159998284947037
"2428","YJL159W","YJL159W HSP150 DEL O-mannosylated heat shock protein; secreted and covalently attached to the cell wall via beta-1,3-glucan and disulfide bridges; required for cell wall stability; induced by heat shock, oxidative stress, and nitrogen limitation; HSP150 has a paralog, PIR3, that arose from the whole genome duplication",-0.149637200834455,-0.0851177000598883,-0.117377450447172,1104,1427,"HSP150",-1.34067255008974,0.0154808674719658,1.0203653737097,-0.043423,-0.004596,0.023485,0.01532,-0.025097,0.035434,NA,-0.036465,-0.00989,-0.021509,-0.748740073424783
"2429","YJL160C","YJL160C  DEL Putative protein of unknown function; member of the PIR (proteins with internal repeats) family of cell wall proteins; non-essential gene that is required for sporulation; mRNA is weakly cell cycle regulated, peaking in mitosis; YJL160C has a paralog, PIR1, that arose from the whole genome duplication",-0.401738256717013,-0.210900306075344,-0.306319281396178,428,719,"YJL160C",-1.44343120485739,-1.89556191152032,0.506748508524176,-0.122771,-0.150889,-0.081154,-0.032581,-0.030413,0.006147,NA,-0.058411,-0.041092,0.023708,-0.114999915153996
"2430","YJL161W","YJL161W FMP33 DEL Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies",-0.192146643592814,-0.208395957887838,-0.200271300740326,888,726,"FMP33",-0.0271045100436054,-0.746398994144696,1.56464678220244,-0.000614,-0.001469,-0.031378,0.013246,0.079048,0.037337,NA,0.084172,-0.026603,-0.015792,-0.544156057964724
"2431","YJL162C","YJL162C JJJ2 DEL Protein of unknown function; contains a J-domain, which is a region with homology to the E. coli DnaJ protein",-0.0737766352172241,0.0925417574405124,0.00938256111164415,1608,3102,"JJJ2",0.716274349887322,-0.00485015179276142,-0.206365213268936,0.075395,-0.029866,0.018235,0.007738,0.03602,0.013142,-0.005057,0.009928,0.004412,0.021292,0.537304959967609
"2432","YJL163C","YJL163C  DEL Putative protein of unknown function",-0.126002763874447,-0.219550711857664,-0.172776737866056,1242,685,"YJL163C",-0.246296404622325,-0.518643653734324,0.214922842318018,-0.060522,0.000759,0.018965,0.014257,0.035585,-0.019197,NA,-0.026016,0.001921,-0.050135,0.493108448189309
"2433","YJL164C","YJL164C TPK1 DEL cAMP-dependent protein kinase catalytic subunit; promotes vegetative growth in response to nutrients via the Ras-cAMP signaling pathway; inhibited by regulatory subunit Bcy1p in the absence of cAMP; phosphorylates and inhibits Whi3p to promote G1/S phase passage; partially redundant with Tpk2p and Tpk3p; phosphorylates pre-Tom40p, which impairs its import into mitochondria under non-respiratory conditions; TPK1 has a paralog, TPK3, that arose from the whole genome duplication",-0.394631134171961,-0.166824326263056,-0.280727730217509,438,899,"TPK1",0.929077742583739,-0.564295355823834,-1.3591416035424,-0.019606,0.010315,-0.066981,0.000583,0.038956,-0.01742,NA,-0.072487,0.047904,-0.020056,0.927488057358187
"2434","YJL165C","YJL165C HAL5 DEL Putative protein kinase; overexpression increases sodium and lithium tolerance, whereas gene disruption increases cation and low pH sensitivity and impairs potassium uptake, suggesting a role in regulation of Trk1p and/or Trk2p transporters; HAL5 has a paralog, KKQ8, that arose from the whole genome duplication",0.0326807084447623,0.0963103570419979,0.0644955327433801,2474,3137,"HAL5",-0.203691967175323,1.08662851989623,-0.732653387648305,-0.070038,-0.04986,-0.038691,0.031557,-0.157353,0.015133,NA,-0.04468,-0.050691,0.029941,-5.21647722692416
"2435","YJL166W","YJL166W QCR8 DEL Subunit 8 of ubiquinol cytochrome-c reductase (Complex III); Complex III is a component of the mitochondrial inner membrane electron transport chain; oriented facing the intermembrane space; expression is regulated by Abf1p and Cpf1p",-0.0383372070507406,0.190798924525818,0.0762308587375387,1907,3799,"QCR8",0.0804947027354572,0.455592070236348,0.946841118398292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0756990061548401
"2436","YJL167W","YJL167W ERG20 DAMP Farnesyl pyrophosphate synthetase; has both dimethylallyltranstransferase and geranyltranstransferase activities; catalyzes the formation of C15 farnesyl pyrophosphate units for isoprenoid and sterol biosynthesis",-0.128308540286529,-0.273859396028146,-0.201083968157338,1229,543,"ERG20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2437","YJL168C","YJL168C SET2 DEL Histone methyltransferase with a role in transcriptional elongation; methylates H3 lysine 36 (H3K36), which suppresses incorporation of acetylated histones and signals for the deacetylation of these histones within transcribed genes; associates with the C-terminal domain(CTD) of Rpo21p; H3K36me3 (trimethylation) requires Spt6p, proline 38 on H3, CTD of Rpo21p, Ctk1p, and C-terminal SRI domain of Ste2p; relocalizes to the cytosol in response to hypoxia",0.0198874633601847,0.114194596680378,0.0670410300202813,2371,3278,"SET2",0.146612570605397,-1.47735723866627,-1.00454171484142,0.013911,0.067568,-0.094424,-0.012591,-0.144851,-0.020559,NA,-0.116617,0.004472,-0.043115,1.82393494873987
"2438","YJL169W","YJL169W  DEL Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YJL168C/SET2",0.0663015679719932,0.155654577610584,0.110978072791289,2758,3580,"YJL169W",-0.700637026261214,-1.49459312982805,0.0745164364719998,0.011406,0.031898,-0.053609,-0.003177,-0.255061,-0.074639,NA,-0.132199,-4.1e-05,-0.008235,2.0878489473276
"2439","YJL170C","YJL170C ASG7 DEL Protein that regulates signaling from G protein beta subunit Ste4p; contributes to relocalization of Ste4p within the cell; specific to a-cells and induced by alpha-factor",-0.188026502742434,-0.072971956986408,-0.130499229864421,904,1514,"ASG7",0.86642079288806,-0.0205546920766141,-0.383960090655289,0.022704,-0.013805,-0.028333,0.014935,0.012952,-0.011035,-0.024685,-0.011351,-0.041247,0.047966,0.0582518446436849
"2440","YJL171C","YJL171C  DEL GPI-anchored cell wall protein of unknown function; induced in response to cell wall damaging agents and by mutations in genes involved in cell wall biogenesis; sequence similarity to YBR162C/TOS1, a covalently bound cell wall protein; protein abundance increases in response to DNA replication stress",-0.0561816722853753,-0.297782178042237,-0.176981925163806,1748,489,"YJL171C",0.00535406765204254,0.110828679051121,1.28457053669425,-0.039404,-0.024938,0.047535,0.035661,-0.005775,0.042338,NA,0.021211,-0.018499,-0.018982,-0.0258563034687808
"2441","YJL172W","YJL172W CPS1 DEL Vacuolar carboxypeptidase S; expression is induced under low-nitrogen conditions",-0.0560726537972576,0.160585410119213,0.0522563781609777,1749,3614,"CPS1",0.530545526249818,-0.0129153862474863,1.06107175140546,0.028566,-0.007449,-0.028487,0.056946,0.079266,0.024133,NA,-0.003777,-0.000594,0.000427,0.0101469057049622
"2442","YJL173C","YJL173C RFA3 DEL Subunit of heterotrimeric Replication Protein A (RPA); RPA is a highly conserved single-stranded DNA binding protein complex involved in DNA replication, repair, and recombination; in concert with Sgs1p-Top2p-Rmi1p, stimulates DNA catenation/decatenation activity of Top3p; protein abundance increases in response to DNA replication stress",0.347476989609994,0.801580581623779,0.574528785616886,4305,4841,"RFA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2443","YJL174W","YJL174W KRE9 DAMP Glycoprotein involved in cell wall beta-glucan assembly; null mutation leads to severe growth defects, aberrant multibudded morphology, and mating defects",-0.142837963767628,0.104162659852414,-0.019337651957607,1147,3198,"KRE9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2444","YJL177W","YJL177W RPL17B DEL Ribosomal 60S subunit protein L17B; homologous to mammalian ribosomal protein L17 and bacterial L22; RPL17B has a paralog, RPL17A, that arose from the whole genome duplication",0.494976712418346,0.449891040520703,0.472433876469525,4580,4609,"RPL17B",-0.120419025469964,1.58454014343845,0.518262004994996,0.114403,0.008358,-0.095568,0.051393,0.178024,NA,NA,0.029882,9.2e-05,-0.01706,1.52990652179456
"2445","YJL178C","YJL178C ATG27 DEL Type I membrane protein involved in autophagy and the Cvt pathway; may be involved in membrane delivery to the phagophore assembly site",-0.0424964818389521,-0.241180231579264,-0.141838356709108,1874,620,"ATG27",0.643331549951678,-0.896287736140564,-0.528194572373374,-0.024849,0.007937,0.028074,0.004078,-0.021854,0.002853,-0.006498,0.014842,0.00364,0.016643,-0.0386519326385859
"2446","YJL179W","YJL179W PFD1 DEL Subunit of heterohexameric prefoldin; prefoldin binds cytosolic chaperonin and transfers target proteins to it; involved in the biogenesis of actin and of alpha- and gamma-tubulin; prefoldin complex also localizes to chromatin of actively transcribed genes in the nucleus and facilitates transcriptional elongation",-0.802450852854087,0.144152102484435,-0.329149375184826,188,3496,"PFD1",-0.0362342153601478,2.75519861083022,3.51111660765941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.660224096512754
"2447","YJL181W","YJL181W  DEL Putative protein of unknown function; expression is cell-cycle regulated as shown by microarray analysis; potential regulatory target of Mbp1p, which binds to the YJL181W promoter region; YJL181W has a paralog, YJR030C, that arose from the whole genome duplication",-0.0878021602652363,-0.0653337652561718,-0.076567962760704,1504,1578,"YJL181W",-0.614597447641807,0.0216661567503546,-1.06123699414889,0.018964,-0.022858,0.017132,-0.004399,-0.012349,0.029791,-0.019445,-0.010493,0.015621,-0.011556,-0.422781268154221
"2448","YJL182C","YJL182C  DEL Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps uncharacterized ORF YJL181W",-0.081914866230201,0.0054166758438917,-0.0382490951931546,1536,2244,"YJL182C",-0.218748033509731,-0.426518863126125,-0.985991661553634,-0.02135,0.016367,0.022943,-0.013491,-0.03788,-0.006117,NA,0.006631,-0.011445,0.003698,0.151082993223402
"2449","YJL185C","YJL185C ATG36 DEL Pex3p interacting protein, required for pexophagy; interacts with Atg8p and Atg11p; mRNA is weakly cell cycle regulated, peaking in G2 phase; YJL185C is a non-essential gene",-0.00150925373765017,0.126834355074207,0.0626625506682784,2205,3375,"ATG36",0.416868659158518,0.927276003738259,-2.36217855392987,0.117861,0.002045,-0.000488,0.025106,0.006425,0.013386,NA,0.016993,-0.014598,0.019357,-0.476807597232338
"2450","YJL186W","YJL186W MNN5 DEL Alpha-1,2-mannosyltransferase; responsible for addition of the second alpha-1,2-linked mannose of the branches on the mannan backbone of oligosaccharides, localizes to an early Golgi compartment",0.330645324324375,0.0690072498873148,0.199826287105845,4267,2899,"MNN5",0.993253933215812,-0.257994717583795,-0.532382272074674,0.045014,-0.04467,0.03733,0.000733,0.031988,-0.003169,NA,0.001697,0.039387,0.018162,0.762728061405629
"2451","YJL187C","YJL187C SWE1 DEL Protein kinase that regulates the G2/M transition; regulates the G2/M transition by inhibition of Cdc28p kinase activity; localizes to the nucleus and to the daughter side of the mother-bud neck; phosphorylates conserved tyrosine residue in N-terminus of Hsp90 in cell-cycle associated manner, thus modulating the ability of Hsp90 to chaperone a selected clientele; homolog of S. pombe Wee1p; potential Cdc28p substrate",0.00551702287618286,-0.22325406867287,-0.108868522898344,2269,666,"SWE1",-0.742789089507328,-3.48030780994214,0.424825294930257,0.011663,-0.013753,-0.04155,-0.007922,-0.015866,0.003121,-0.05927,0.013049,0.01155,-0.019614,0.0252657628611491
"2452","YJL191W","YJL191W RPS14B DEL Protein component of the small (40S) ribosomal subunit; required for ribosome assembly and 20S pre-rRNA processing; mutations confer cryptopleurine resistance; homologous to mammalian ribosomal protein S14 and bacterial S11; RPS14B has a paralog, RPS14A, that arose from the whole genome duplication",0.382529099783291,0.292818612157895,0.337673855970593,4370,4245,"RPS14B",0.344363089254616,0.939921826002363,1.01937441566334,0.002523,-0.004851,0.015235,-0.031147,0.077431,0.022834,-0.038174,0.045841,0.021187,-0.00727,0.190029115813566
"2453","YJL192C","YJL192C SOP4 DEL ER-membrane protein; suppressor of pma1-7, deletion of SOP4 slows down the export of wild-type Pma1p and Pma1-7 from the ER",-0.602330846917995,-0.136434040315994,-0.369382443616994,266,1086,"SOP4",2.19044350220256,-0.0821588808583557,-2.46182824762737,-0.126214,-0.019851,-0.011245,0.00437,0.004496,0.003563,-0.035677,-0.138688,0.006737,-0.033403,-1.72829013997267
"2454","YJL193W","YJL193W  DEL Putative protein of unknown function; predicted to encode a triose phosphate transporter subfamily member based on phylogenetic analysis; similar to YOR307C/SLY41; deletion mutant has a respiratory growth defect",-0.145297507671299,0.0708902470510865,-0.0372036303101063,1130,2916,"YJL193W",-2.34677699428146,-1.219969605819,0.470144944426433,0.023737,0.009308,0.007906,0.013862,0.029455,0.006281,NA,-0.001892,0.019627,-0.001788,-6.65115423797618
